sciname,comname,iucn_sid,cat_code
Trianguloscalpellum diota,NA,NA,NE
Biemna microstrongyla,NA,NA,NE
Munida armata,NA,NA,NE
Agononida fortiantennata,NA,NA,NE
Munida melite,NA,NA,NE
Chorisquilla pococki,NA,NA,NE
Didiscus aceratus,NA,NA,NE
Emarginula maculata,NA,NA,NE
Munditiella ammonoceras,NA,NA,NE
Nerita litterata,NA,NA,NE
Bittium variegatum,NA,NA,NE
Canarium mutabile,NA,NA,NE
Dolomena pulchella,NA,NA,NE
Bufonaria thersites,NA,NA,NE
Bursa lucaensis,NA,NA,NE
Dolichupis producta,NA,NA,NE
Pomatocheles gaillardi,NA,NA,NE
Scabricola caerulea,NA,NA,NE
Aesopus clausiliformis,NA,NA,NE
Nassarius eximius,NA,NA,NE
Hirtomurex filiaregis,NA,NA,NE
Chicoreus rossiteri,NA,NA,NE
Vexillum zebuense,NA,NA,NE
Cheiraster inops,NA,NA,NE
Calliaster corynetes,NA,NA,NE
Rosaster mimicus,NA,NA,NE
Leiaster leachi,NA,NA,NE
Tamaria dubiosa,NA,NA,NE
Seriaster regularis,NA,NA,NE
Stegnobrisinga placoderma,NA,NA,NE
Comaster multifidus,NA,NA,NE
Ophiophrixus confinis,NA,NA,NE
Astrocladus dofleini,NA,NA,NE
Ophiocopa spatula,NA,NA,NE
Ophiotreta stimulea,NA,NA,NE
Ophiothrix infirma,NA,NA,NE
Ophiomusium luetkeni,NA,NA,NE
Echinodiscus tenuissimus,NA,NA,NE
Heterobrissus niasicus,NA,NA,NE
Lovenia triforis,NA,NA,NE
Ganonema pinnatum,NA,NA,NE
Uroptychus sibogae,NA,NA,NE
Asteroschema tubiferum,NA,NA,NE
Clibanarius rhabdodactylus,NA,NA,NE
Hippa ovalis,NA,NA,NE
Periclimenes paralcocki,NA,NA,NE
Salmoneus poupini,NA,NA,NE
Cinetorhynchus striatus,NA,NA,NE
Leiodermatium colini,NA,NA,NE
Cosmiometra belsuchel,NA,NA,NE
Placospongia mixta,NA,NA,NE
Dichrometra bimaculata,NA,NA,NE
Luidia penangensis,NA,NA,NE
Ophiothrix spinosissima,NA,NA,NE
Haliporus curvirostris,NA,NA,NE
Bouvieraxius springeri,NA,NA,NE
Pontonides unciger,NA,NA,NE
Plesionika fimbriata,NA,NA,NE
Cliona lobata,NA,NA,NE
Rhopalaea fusca,NA,NA,NE
Didemnum biglutinum,NA,NA,NE
Ammothella pacifica,NA,NA,NE
Colossendeis peloria,NA,NA,NE
Lithacrosiphon maldivensis,NA,NA,NE
Lepetodrilus schrolli,NA,NA,NE
Olgasolaris tollmanni,NA,NA,NE
Sinepecten segonzaci,NA,NA,NE
Uroptychodes mortenseni,NA,NA,NE
Synalpheus iocasta,NA,NA,NE
Plesionika pumila,NA,NA,NE
Donax scortum,NA,NA,NE
Turritella duplicata,NA,NA,NE
Antalis boucheti,NA,NA,NE
Fissidentalium franklinae,NA,NA,NE
Stomatia heckeliana,NA,NA,NE
Mitra fulvescens,NA,NA,NE
Scabricola desetangsii,NA,NA,NE
Cryptodromia pentagonalis,NA,NA,NE
Daphnella aureola,NA,NA,NE
Catapaguroides fragilis,NA,NA,NE
Kermia bifasciata,NA,NA,NE
Etrema crassilabrum,NA,NA,NE
Bathynomus kensleyi,NA,NA,NE
Lernaeodiscus okadai,NA,NA,NE
Zafra succinea,NA,NA,NE
Crepidula walshi,NA,NA,NE
Nassarius limnaeiformis,NA,NA,NE
Eumunida ampliata,NA,NA,NE
Sphacelaria tribuloides,NA,NA,NE
Wrangelia bicuspidata,NA,NA,NE
Anchisquillopsis clevai,NA,NA,NE
Microscleroderma stoneae,NA,NA,NE
Clathria basilana,NA,NA,NE
Glyptelasma gracile,NA,NA,NE
Weltnerium poculum,NA,NA,NE
Arcoscalpellum pertosum,NA,NA,NE
Metaverruca halotheca,NA,NA,NE
Hexelasma velutinum,NA,NA,NE
Conopea squamosa,NA,NA,NE
Munidopsis regia,NA,NA,NE
Nassarius elegantissimus,NA,NA,NE
Apopontonia dentimanus,NA,NA,NE
Bathycheles integer,NA,NA,NE
Anatoma munieri,NA,NA,NE
Homalopoma eoa,NA,NA,NE
Caducifer decapitata,NA,NA,NE
Luidia aspera,NA,NA,NE
Asterodiscides elegans,NA,NA,NE
Fromia eusticha,NA,NA,NE
Comaster multibrachiatus,NA,NA,NE
Ophiomitrella subjecta,NA,NA,NE
Ophioplocus declinans,NA,NA,NE
Peronella pellucida,NA,NA,NE
Opheodesoma glabra,NA,NA,NE
Spondylus exiguus,NA,NA,NE
Ethusa hawaiiensis,NA,NA,NE
Haliclona turquoisia,NA,NA,NE
Clathria hirsuta,NA,NA,NE
Ophioclastus hataii,NA,NA,NE
Balaenoptera acutorostrata,Minke whale,2474,LC
Balaenoptera borealis,Sei whale,2475,EN
Balaenoptera edeni,Bryde's whale,2476,DD
Balaenoptera musculus,Blue whale,2477,EN
Balaenoptera physalus,Fin whale,2478,EN
Carcharhinus limbatus,NA,3851,NT
Carcharhinus plumbeus,NA,3853,VU
Carcharias taurus,NA,3854,VU
Carcharodon carcharias,Great White Shark,3855,VU
Caretta caretta,Loggerhead Turtle,3897,VU
Cetorhinus maximus,Basking Shark,4292,VU
Chelonia mydas,Green Turtle,4615,EN
Delphinus capensis,NA,6337,DD
Dugong dugon,NA,6909,VU
Epinephelus lanceolatus,NA,7858,VU
Eretmochelys imbricata,Hawksbill Turtle,8005,CR
Feresa attenuata,Pygmy Killer Whale,8551,DD
Globicephala macrorhynchus,Short-finned Pilot Whale,9249,DD
Grampus griseus,Risso's Dolphin,9461,LC
Hexanchus griseus,NA,10030,NT
Kogia breviceps,Pygmy sperm whale,11047,DD
Kogia sima,Dwarf sperm whale,11048,DD
Lagenodelphis hosei,Fraser's Dolphin,11140,LC
Lagocephalus gloveri,NA,11150,DD
Lepidochelys olivacea,Olive Ridley Turtle,11534,VU
Lutra sumatrana,NA,12421,EN
Lutrogale perspicillata,Smooth-coated Otter,12427,VU
Megaptera novaeangliae,Humpback Whale,13006,LC
Mesoplodon densirostris,Blainville's Beaked Whale,13244,DD
Mesoplodon ginkgodens,Gingko-toothed Beaked Whale,13246,DD
Orcaella brevirostris,Irrawaddy Dolphin,15419,VU
Orcinus orca,Killer Whale,15421,DD
Peponocephala electra,Melon-headed Whale,16564,LC
Pseudorca crassidens,False Killer Whale,18596,DD
Rhincodon typus,Whale Shark,19488,EN
Sousa chinensis,Indo-Pacific humpback dolphin,20424,NT
Stenella attenuata,Pantropical Spotted Dolphin,20729,LC
Stenella coeruleoalba,Striped Dolphin,20731,LC
Stenella longirostris,Spinner Dolphin,20733,DD
Steno bredanensis,Rough Toothed Dolphin,20738,LC
Takifugu niphobles,NA,21341,LC
Takifugu poecilonotus,NA,21342,LC
Takifugu xanthopterus,NA,21343,LC
Thunnus alalunga,NA,21856,NT
Thunnus albacares,NA,21857,NT
Thunnus obesus,NA,21859,VU
Torquigener brevipinnis,NA,21994,LC
Tursiops truncatus,Bottlenose Dolphin,22563,LC
Tursiops truncatus,Bottlenose Dolphin,22563,LC
Xiphias gladius,NA,23148,LC
Ziphius cavirostris,Cuvier's Beaked Whale,23211,LC
Rhizophora apiculata,NA,31382,LC
Dolichandrone spathacea,NA,33705,LC
Aglaia cucullata,NA,34364,DD
Odontaspis noronhai,NA,39336,DD
Pseudocarcharias kamoharai,NA,39337,NT
Megachasma pelagios,Megamouth Shark,39338,LC
Alopias vulpinus,Thresher Shark,39339,VU
Isurus oxyrinchus,Shortfin Mako,39341,VU
Hemitriakis leucoperiptera,NA,39353,EN
Hypogaleus hyugaensis,NA,39354,LC
Carcharhinus amblyrhynchos,Gray reef shark,39365,NT
Carcharhinus amboinensis,NA,39366,DD
Carcharhinus borneensis,NA,39367,EN
Carcharhinus brevipinna,NA,39368,NT
Carcharhinus falciformis,NA,39370,NT
Carcharhinus leucas,NA,39372,NT
Carcharhinus longimanus,NA,39374,VU
Carcharhinus melanopterus,Blacktip reef shark,39375,NT
Galeocerdo cuvier,Tiger Shark,39378,NT
Prionace glauca,Blue Shark,39381,NT
Scoliodon laticaudus,NA,39383,NT
Triaenodon obesus,Whitetip reef shark,39384,NT
Sphyrna lewini,NA,39385,EN
Sphyrna mokarran,NA,39386,EN
Sphyrna zygaena,NA,39388,VU
Anoxypristis cuspidata,NA,39389,EN
Pristis clavata,NA,39390,EN
Pristis zijsron,NA,39393,CR
Pristis zijsron,NA,39393,CR
Taeniura lymma,NA,39412,NT
Urogymnus asperrimus,NA,39413,VU
Aetobatus narinari,NA,39415,NT
Cephalopholis boenak,NA,39773,LC
Cromileptes altivelis,NA,39774,VU
Indopacetus pacificus,Longman's Beaked Whale,40635,DD
Carcharhinus amblyrhynchoides,NA,40797,NT
Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,41714,DD
Atelomycterus marmoratus,NA,41730,NT
Carcharhinus dussumieri,NA,41734,NT
Carcharhinus galapagensis,NA,41736,NT
Carcharhinus macloti,NA,41737,NT
Carcharhinus sealei,NA,41738,NT
Centroscymnus coelolepis,NA,41747,NT
Physeter macrocephalus,Sperm whale,41755,VU
Chiloscyllium indicum,NA,41791,NT
Chiloscyllium griseum,NA,41792,NT
Chlamydoselachus anguineus,NA,41794,LC
Deania calcea,NA,41798,LC
Echinorhinus cookei,NA,41802,NT
Eusphyra blochii,NA,41810,EN
Hemigaleus microstoma,NA,41816,VU
Heptranchias perlo,NA,41823,NT
Heterodontus zebra,NA,41825,LC
Iago garricki,NA,41829,LC
Loxodon macrorhinus,NA,41831,LC
Mobula eregoodootenkee,NA,41832,NT
Mobula japanica,NA,41833,NT
Nebrius ferrugineus,NA,41835,VU
Rhina ancylostoma,NA,41848,VU
Glaucostegus typus,NA,41849,VU
Rhizoprionodon acutus,NA,41850,LC
Rhizoprionodon oligolinx,NA,41851,LC
Rhynchobatus australiae,NA,41853,VU
Squaliolus aliae,NA,41858,LC
Squalus megalops,NA,41859,DD
Centrophorus squamosus,NA,41871,VU
Chiloscyllium punctatum,NA,41872,NT
Hemipristis elongata,NA,41874,VU
Odontaspis ferox,NA,41876,VU
Squalus mitsukurii,NA,41877,DD
Squalus nasutus,NA,42726,DD
Centrophorus moluccensis,NA,42838,DD
Epinephelus akaara,NA,43974,EN
Aonyx cinereus,NA,44166,VU
Apristurus herklotsi,NA,44212,DD
Apristurus longicephalus,NA,44217,LC
Apristurus macrorhynchus,NA,44218,DD
Apristurus platyrhynchus,NA,44223,LC
Apristurus sinensis,NA,44225,DD
Centrophorus isodon,NA,44563,DD
Pseudotriakis microdon,NA,44566,LC
Epinephelus fuscoguttatus,NA,44673,NT
Epinephelus coioides,NA,44674,NT
Plectropomus leopardus,NA,44684,NT
Plesiobatis daviesi,NA,60111,LC
Gymnura poecilura,NA,60117,NT
Aetomylaeus maculatus,NA,60120,EN
Aetomylaeus vespertilio,NA,60121,EN
Myliobatis hamlyni,NA,60124,NT
Rhinoptera javanica,NA,60129,VU
Harriotta raleighana,NA,60140,LC
Rhinochimaera africana,NA,60144,DD
Rhinochimaera pacifica,NA,60146,LC
Hemitrygon akajei,NA,60148,NT
Telatrygon zugei,NA,60160,NT
Taeniurops meyeni,NA,60162,VU
Glaucostegus granulatus,NA,60166,VU
Glaucostegus thouin,NA,60175,VU
Rhynchobatus springeri,NA,60182,VU
Chimaera phantasma,NA,60187,DD
Hydrolagus africanus,NA,60188,DD
Hydrolagus mitsukurii,NA,60194,DD
Mobula tarapacana,NA,60199,VU
Mobula thurstoni,NA,60200,NT
Centrophorus tessellatus,NA,60208,DD
Euprotomicrus bispinatus,NA,60210,LC
Squaliolus laticaudus,NA,60214,LC
Zameus squamulosus,NA,60215,DD
Chiloscyllium plagiosum,NA,60222,NT
Isurus paucus,Longfin Mako,60225,VU
Epinephelus awoara,NA,61336,DD
Epinephelus malabaricus,NA,61338,NT
Epinephelus polyphekadion,NA,61339,NT
Bolbometopon muricatum,NA,63571,VU
Epinephelus bruneus,NA,64396,VU
Plectropomus areolatus,NA,64411,VU
Plectropomus laevis,NA,64412,VU
Epinephelus maculatus,NA,132723,LC
Cephalopholis aurantia,NA,132725,DD
Cephalopholis miniata,NA,132732,LC
Epinephelus latifasciatus,NA,132735,DD
Epinephelus rivulatus,NA,132736,LC
Cephalopholis leopardus,NA,132737,LC
Variola louti,NA,132738,LC
Epinephelus undulosus,NA,132739,DD
Cephalopholis sexmaculata,NA,132741,LC
Cephalopholis formosa,NA,132743,LC
Epinephelus morrhua,NA,132745,LC
Epinephelus melanostigma,NA,132746,DD
Epinephelus spilotoceps,NA,132747,LC
Epinephelus stictus,NA,132749,LC
Epinephelus coeruleopunctatus,NA,132751,LC
Epinephelus radiatus,NA,132755,LC
Epinephelus miliaris,NA,132756,LC
Cephalopholis sonnerati,NA,132757,LC
Epinephelus tauvina,NA,132758,DD
Epinephelus corallicola,NA,132763,DD
Epinephelus macrospilos,NA,132766,LC
Epinephelus fasciatomaculosus,NA,132769,DD
Hyporthodus octofasciatus,NA,132772,DD
Epinephelus tukula,NA,132773,LC
Epinephelus areolatus,NA,132774,LC
Plectropomus oligacanthus,NA,132776,NT
Epinephelus hexagonatus,NA,132778,LC
Epinephelus sexfasciatus,NA,132780,DD
Cephalopholis argus,NA,132781,LC
Cephalopholis aitha,NA,132782,DD
Cephalopholis urodeta,NA,132783,LC
Epinephelus magniscuttis,NA,132784,DD
Epinephelus erythrurus,NA,132785,DD
Anyperodon leucogrammicus,NA,132787,LC
Epinephelus merra,NA,132788,LC
Cephalopholis microprion,NA,132789,LC
Triso dermopterus,NA,132790,LC
Cephalopholis igarashiensis,NA,132791,DD
Epinephelus polystigma,NA,132792,DD
Epinephelus retouti,NA,132794,DD
Epinephelus heniochus,NA,132798,DD
Epinephelus quoyanus,NA,132799,LC
Gracila albomarginata,NA,132800,DD
Epinephelus poecilonotus,NA,132802,LC
Epinephelus ongus,NA,132804,LC
Cephalopholis polleni,NA,132805,LC
Cephalopholis cyanostigma,NA,132808,LC
Variola albimarginata,NA,132810,LC
Epinephelus amblycephalus,NA,132812,DD
Epinephelus bontoides,NA,132813,DD
Aethaloperca rogaa,NA,132814,DD
Epinephelus cyanopodus,NA,132815,LC
Saloptia powelli,NA,132816,DD
Epinephelus fasciatus,NA,132817,LC
Plectropomus maculatus,NA,132818,LC
Epinephelus trimaculatus,NA,132821,LC
Epinephelus chlorostigma,NA,132823,LC
Epinephelus epistictus,NA,132824,DD
Cephalopholis spiloparaea,NA,132825,LC
Epinephelus bleekeri,NA,132826,NT
Oulastrea crispata,NA,132859,LC
Acropora cophodactyla,NA,132862,DD
Acropora prostrata,NA,132863,DD
Fungia costulata,NA,132864,LC
Montipora angulata,NA,132866,VU
Acropora pectinatus,NA,132867,DD
Acropora florida,NA,132869,NT
Moseleya latistellata,NA,132870,VU
Pectinia elongata,NA,132871,NT
Favia vietnamensis,NA,132872,NT
Porites densa,NA,132873,NT
Pocillopora kelleheri,NA,132875,LC
Leptoseris tubulifera,NA,132876,LC
Fungia fralinae,NA,132877,LC
Favia maxima,NA,132878,NT
Goniopora tenella,NA,132879,NT
Pavona venosa,NA,132880,VU
Hydnophora rigida,NA,132881,LC
Goniastrea australensis,NA,132883,LC
Leptoseris hawaiiensis,NA,132885,LC
Acropora seriata,NA,132886,DD
Leptoseris explanata,NA,132887,LC
Acropora secale,NA,132888,NT
Catalaphyllia jardinei,NA,132890,VU
Montipora hodgsoni,NA,132892,VU
Favia veroni,NA,132894,NT
Hydnophora pilosa,NA,132895,LC
Alveopora marionensis,NA,132896,VU
Porites eridani,NA,132897,EN
Goniopora cellulosa,NA,132898,VU
Symphyllia radians,NA,132900,LC
Leptoseris amitoriensis,NA,132901,NT
Leptoseris solida,NA,132903,LC
Pavona minuta,NA,132904,NT
Alveopora catalai,NA,132905,NT
Acropora irregularis,NA,132906,DD
Echinomorpha nishihirai,NA,132907,NT
Acropora rosaria,NA,132908,DD
Acropora turaki,NA,132909,VU
Acropora divaricata,NA,132910,NT
Pavona maldivensis,NA,132911,LC
Enigmopora darveliensis,NA,132912,DD
Turbinaria irregularis,NA,132916,LC
Gardineroseris planulata,NA,132917,LC
Pectinia pygmaeus,NA,132918,NT
Acropora stoddarti,NA,132919,DD
Echinopora ashmorensis,NA,132920,VU
Montastrea curta,NA,132922,LC
Pocillopora woodjonesi,NA,132923,LC
Pachyseris gemmae,NA,132924,NT
Fungia hexagonalis,NA,132925,LC
Leptoseris striata,NA,132927,NT
Pectinia lactuca,NA,132928,VU
Acanthastrea subechinata,NA,132929,NT
Montipora gaimardi,NA,132930,VU
Acropora willisae,NA,132931,VU
Montipora orientalis,NA,132932,VU
Acropora carduus,NA,132933,NT
Acropora plumosa,NA,132935,VU
Favia pallida,NA,132936,LC
Porites evermanni,NA,132938,DD
Heterocyathus sulcatus,NA,132939,LC
Acropora acuminata,NA,132940,VU
Montipora nodosa,NA,132944,NT
Acropora lianae,NA,132946,DD
Echinophyllia echinoporoides,NA,132947,LC
Acropora granulosa,NA,132948,NT
Goniopora pendulus,NA,132949,LC
Acropora macrostoma,NA,132950,DD
Acropora variabilis,NA,132952,DD
Fungia cyclolites,NA,132954,LC
Pectinia alcicornis,NA,132956,VU
Turbinaria bifrons,NA,132957,VU
Hydnophora grandis,NA,132960,LC
Fungia taiwanensis,NA,132964,VU
Boninastrea boninensis,NA,132965,DD
Acropora rambleri,NA,132966,DD
Euphyllia yaeyamaensis,NA,132967,NT
Halomitra clavator,NA,132968,VU
Acropora listeri,NA,132969,VU
Acropora tumida,NA,132971,DD
Acropora paniculata,NA,132972,VU
Anacropora matthai,NA,132973,VU
Plerogyra discus,NA,132974,VU
Millepora tenera,NA,132975,LC
Acropora loripes,NA,132976,NT
Montastrea magnistellata,NA,132978,NT
Favites complanata,NA,132979,NT
Leptoria phrygia,NA,132980,NT
Acropora hemprichii,NA,132981,VU
Leptastrea bottae,NA,132983,NT
Acropora derawanensis,NA,132984,VU
Turbinaria radicalis,NA,132985,NT
Fungia repanda,NA,132986,LC
Echinopora gemmacea,NA,132987,LC
Acropora longicyathus,NA,132988,LC
Acropora multiacuta,NA,132990,VU
Coscinaraea crassa,NA,132991,NT
Acropora humilis,NA,132992,NT
Zoopilus echinatus,NA,132993,LC
Favites vasta,NA,132994,NT
Goniopora planulata,NA,132995,VU
Montastrea valenciennesi,NA,132997,NT
Acropora samoensis,NA,132998,LC
Goniopora pandoraensis,NA,133001,LC
Seriatopora stellata,NA,133002,NT
Leptastrea bewickensis,NA,133003,NT
Simplastrea vesicularis,NA,133004,DD
Montipora malampaya,NA,133007,VU
Fungia spinifer,NA,133008,LC
Acropora elseyi,NA,133010,LC
Pocillopora ankeli,NA,133011,VU
Acropora grandis,NA,133013,LC
Goniopora polyformis,NA,133014,VU
Montipora millepora,NA,133015,LC
Porites vaughani,NA,133016,LC
Acropora plana,NA,133017,DD
Acropora minuta,NA,133018,DD
Galaxea cryptoramosa,NA,133019,VU
Acropora tenuis,NA,133020,NT
Acropora microphthalma,NA,133021,LC
Montipora niugini,NA,133022,NT
Porites lichen,NA,133023,LC
Merulina scabricula,NA,133024,LC
Acropora vaughani,NA,133025,VU
Mycedium mancaoi,NA,133026,LC
Seriatopora caliendrum,NA,133028,NT
Favia rotumana,NA,133029,LC
Acropora tutuilensis,NA,133030,DD
Montipora effusa,NA,133031,NT
Lobophyllia flabelliformis,NA,133032,VU
Acropora pulchra,NA,133033,LC
Fungia fragilis,NA,133034,LC
Acropora insignis,NA,133035,DD
Fungia curvata,NA,133036,VU
Porites nigrescens,NA,133038,VU
Echinopora mammiformis,NA,133040,NT
Pavona decussata,NA,133041,VU
Psammocora digitata,NA,133043,NT
Cantharellus jebbi,NA,133044,LC
Anacropora spinosa,NA,133046,EN
Astreopora suggesta,NA,133048,LC
Stylocoeniella guentheri,NA,133049,LC
Acropora vermiculata,NA,133050,DD
Goniopora norfolkensis,NA,133051,LC
Goniopora tenuidens,NA,133054,LC
Favites halicora,NA,133055,NT
Euphyllia paradivisa,NA,133057,VU
Echinophyllia echinata,NA,133058,LC
Platygyra verweyi,NA,133059,NT
Goniastrea favulus,NA,133060,NT
Acropora tizardi,NA,133061,DD
Polyphyllia talpina,NA,133063,LC
Montipora florida,NA,133064,VU
Montipora informis,NA,133066,LC
Platygyra yaeyamaensis,NA,133067,VU
Platygyra sinensis,NA,133068,LC
Astreopora cucullata,NA,133069,VU
Montastrea colemani,NA,133070,NT
Montipora foliosa,NA,133071,NT
Goniastrea deformis,NA,133074,VU
Palauastrea ramosa,NA,133075,NT
Lobophyllia robusta,NA,133076,LC
Favites acuticollis,NA,133078,NT
Montipora meandrina,NA,133079,VU
Acropora selago,NA,133080,NT
Acropora kirstyae,NA,133081,VU
Porites lutea,NA,133082,LC
Ctenactis albitentaculata,NA,133083,NT
Barabattoia amicorum,NA,133084,LC
Acropora subglabra,NA,133087,LC
Echinopora lamellosa,NA,133088,LC
Echinophyllia patula,NA,133089,LC
Leptastrea purpurea,NA,133090,LC
Leptoseris scabra,NA,133091,LC
Astreopora incrustans,NA,133092,VU
Alveopora daedalea,NA,133093,VU
Psammocora nierstraszi,NA,133094,LC
Pocillopora meandrina,NA,133095,LC
Pocillopora danae,NA,133097,VU
Leptoseris papyracea,NA,133098,LC
Pocillopora elegans,NA,133099,VU
Goniastrea minuta,NA,133101,NT
Acropora pinguis,NA,133103,DD
Porites murrayensis,NA,133105,NT
Acanthastrea hillae,NA,133106,NT
Porites attenuata,NA,133107,VU
Hydnophora bonsai,NA,133108,EN
Galaxea acrhelia,NA,133109,VU
Ctenactis crassa,NA,133110,LC
Acropora caroliniana,NA,133112,VU
Montipora cactus,NA,133113,VU
Acropora retusa,NA,133115,VU
Plerogyra simplex,NA,133116,NT
Porites sillimaniana,NA,133118,VU
Plerogyra cauliformis,NA,133119,DD
Acropora latistella,NA,133120,LC
Porites cumulatus,NA,133123,VU
Acropora fenneri,NA,133125,DD
Symphyllia hassi,NA,133126,VU
Symphyllia valenciennesii,NA,133127,LC
Astreopora ocellata,NA,133129,LC
Montipora friabilis,NA,133131,VU
Acropora aspera,NA,133132,VU
Acropora abrolhosensis,NA,133133,VU
Favia marshae,NA,133136,NT
Isopora palifera,NA,133139,NT
Millepora exaesa,NA,133140,LC
Stylocoeniella cocosensis,NA,133145,VU
Turbinaria frondens,NA,133146,LC
Leptoseris yabei,NA,133147,VU
Ctenactis echinata,NA,133148,LC
Porites aranetai,NA,133150,VU
Lobophyllia pachysepta,NA,133152,NT
Echinophyllia pectinata,NA,133154,DD
Alveopora verrilliana,NA,133156,VU
Scolymia vitiensis,NA,133157,NT
Podabacia crustacea,NA,133158,LC
Acropora austera,NA,133160,NT
Platygyra contorta,NA,133161,LC
Montastrea salebrosa,NA,133162,VU
Acropora russelli,NA,133164,VU
Halomitra pileus,NA,133166,LC
Cyphastrea serailia,NA,133167,LC
Coeloseris mayeri,NA,133171,LC
Echinophyllia aspera,NA,133172,LC
Euphyllia ancora,NA,133173,VU
Astreopora moretonensis,NA,133174,VU
Montipora efflorescens,NA,133175,NT
Coscinaraea exesa,NA,133176,LC
Turbinaria patula,NA,133177,VU
Montastrea annuligera,NA,133178,NT
Fungia scabra,NA,133179,LC
Galaxea longisepta,NA,133180,NT
Isopora brueggemanni,NA,133182,VU
Fungia granulosa,NA,133183,LC
Montipora calcarea,NA,133185,VU
Montipora floweri,NA,133186,LC
Echinopora hirsutissima,NA,133188,LC
Acropora meridiana,NA,133189,DD
Montipora vietnamensis,NA,133190,VU
Montipora porites,NA,133191,NT
Oxypora glabra,NA,133192,LC
Heliopora coerulea,NA,133193,VU
Montipora digitata,NA,133194,LC
Montipora incrassata,NA,133196,NT
Pocillopora verrucosa,NA,133197,LC
Goniopora fruticosa,NA,133198,LC
Oulophyllia crispa,NA,133200,NT
Fungia scutaria,NA,133201,LC
Acropora tenella,NA,133203,VU
Pectinia teres,NA,133205,NT
Acropora clathrata,NA,133207,LC
Psammocora contigua,NA,133208,NT
Favites pentagona,NA,133209,LC
Favia speciosa,NA,133210,LC
Porites negrosensis,NA,133211,NT
Lithophyllon undulatum,NA,133213,NT
Astreopora eliptica,NA,133214,DD
Fungia tenuis,NA,133215,LC
Porites lobata,NA,133216,NT
Pachyseris foliosa,NA,133218,LC
Nemenzophyllia turbida,NA,133219,VU
Montipora caliculata,NA,133220,VU
Pocillopora damicornis,NA,133222,LC
Acropora donei,NA,133223,VU
Euphyllia divisa,NA,133225,NT
Lobophyllia serratus,NA,133226,EN
Astreopora expansa,NA,133227,NT
Euphyllia paraglabrescens,NA,133228,VU
Fungia vaughani,NA,133230,LC
Diploastrea heliopora,NA,133231,NT
Goniopora palmensis,NA,133232,LC
Acropora kimbeensis,NA,133233,VU
Turbinaria heronensis,NA,133235,VU
Galaxea paucisepta,NA,133236,NT
Montipora hispida,NA,133238,LC
Acropora nasuta,NA,133239,NT
Pavona clavus,NA,133240,LC
Pectinia crassa,NA,133241,DD
Pavona frondifera,NA,133242,LC
Echinopora pacificus,NA,133243,NT
Favites flexuosa,NA,133244,NT
Montipora spongodes,NA,133245,LC
Acanthastrea echinata,NA,133246,LC
Acropora robusta,NA,133248,LC
Porites mayeri,NA,133249,LC
Acropora digitifera,NA,133250,NT
Blastomussa wellsi,NA,133253,NT
Euphyllia glabrescens,NA,133256,NT
Plerogyra sinuosa,NA,133258,NT
Montipora stellata,NA,133259,LC
Trachyphyllia geoffroyi,NA,133260,NT
Pavona danai,NA,133261,VU
Porites annae,NA,133262,NT
Acropora orbicularis,NA,133265,DD
Acropora nobilis,NA,133266,LC
Astreopora listeri,NA,133267,LC
Micromussa diminuta,NA,133268,DD
Heliofungia actiniformis,NA,133269,VU
Acropora sarmentosa,NA,133271,LC
Pectinia paeonia,NA,133272,NT
Acropora inermis,NA,133273,DD
Acropora sekiseiensis,NA,133274,DD
Porites australiensis,NA,133277,LC
Leptastrea pruinosa,NA,133278,LC
Acropora parilis,NA,133279,DD
Acropora batunai,NA,133283,VU
Plesiastrea versipora,NA,133284,LC
Montipora palawanensis,NA,133285,NT
Euphyllia paraancora,NA,133289,VU
Favites abdita,NA,133290,NT
Acropora striata,NA,133291,VU
Astreopora myriophthalma,NA,133292,LC
Acropora valida,NA,133293,LC
Acropora lokani,NA,133294,VU
Porites tuberculosa,NA,133296,VU
Montipora turgescens,NA,133298,LC
Fungia sinensis,NA,133299,LC
Porites ornata,NA,133301,EN
Astreopora gracilis,NA,133302,LC
Acropora lutkeni,NA,133303,NT
Lobophyllia hataii,NA,133304,LC
Astreopora macrostoma,NA,133306,NT
Favia rotundata,NA,133307,NT
Fungia scruposa,NA,133308,LC
Leptoria irregularis,NA,133310,VU
Acropora fastigata,NA,133312,DD
Acropora cytherea,NA,133313,LC
Montipora aequituberculata,NA,133314,LC
Acropora monticulosa,NA,133315,NT
Mycedium robokaki,NA,133316,LC
Lithophyllon mokai,NA,133317,LC
Acropora torihalimeda,NA,133318,DD
Acropora horrida,NA,133319,VU
Acropora solitaryensis,NA,133320,VU
Cyphastrea ocellina,NA,133321,VU
Acropora dendrum,NA,133322,VU
Coscinaraea monile,NA,133323,LC
Acropora gemmifera,NA,133324,LC
Cyphastrea chalcidicum,NA,133325,LC
Acanthastrea regularis,NA,133326,VU
Porites stephensoni,NA,133329,NT
Leptoseris foliosa,NA,133330,LC
Millepora tuberosa,NA,133331,EN
Alveopora allingi,NA,133332,VU
Oulophyllia bennettae,NA,133333,NT
Mycedium steeni,NA,133335,VU
Merulina ampliata,NA,133337,LC
Acropora speciosa,NA,133338,VU
Anacropora forbesi,NA,133341,LC
Favites russelli,NA,133343,NT
Montipora tuberculosa,NA,133345,LC
Plerogyra diabolotus,NA,133347,DD
Acropora ridzwani,NA,133350,DD
